Ref,Val,Package,PosX,PosY,Rot,Side
"C1","0.1 uF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",229.390000,-140.640000,-90.000000,top
"J1","Conn2MCU","CONN_22-05-3061_MOL",221.520000,-134.000000,0.000000,top
"MK1","ICS-43434","MIC_ICS-43434",226.455500,-140.517000,0.000000,top
